Target relationship: patient_chronotype -> cluster
Model Formula: Formula(cluster ~ age + patient_chronotype + sex + sri + (1|id))

                        mean     sd  hdi_3%  hdi_97%  mcse_mean  mcse_sd   ess_bulk  ess_tail  r_hat
1|id[2, 2540]         -0.202  0.636  -1.416    0.983      0.005    0.008  15828.205  6253.526  1.000
1|id[2, 2541]          0.520  0.542  -0.485    1.550      0.004    0.007  15447.220  6148.541  1.000
1|id[2, 2542]          0.929  0.583  -0.155    2.061      0.004    0.007  17695.952  5971.618  1.001
1|id[2, 2546]          0.919  0.572  -0.165    2.011      0.004    0.007  16546.618  6409.697  1.000
1|id[2, 2547]         -0.523  0.670  -1.765    0.733      0.005    0.009  17887.414  5226.545  1.001
1|id[2, 2548]         -0.043  0.604  -1.179    1.092      0.005    0.009  17207.064  5228.590  1.001
1|id[2, 2549]          0.574  0.599  -0.540    1.720      0.005    0.007  15096.743  5995.541  1.000
1|id[2, 2550]          0.838  0.645  -0.389    2.041      0.006    0.008  13393.072  5819.267  1.000
1|id[2, 2551]          0.309  0.642  -0.970    1.470      0.005    0.008  17743.414  5942.552  1.001
1|id[2, 2552]          0.366  0.760  -1.023    1.809      0.006    0.010  17495.050  5990.742  1.001
1|id[2, 2554]          0.340  0.600  -0.846    1.424      0.005    0.008  16979.703  6454.756  1.000
1|id[2, 2555]          0.372  0.667  -0.859    1.646      0.005    0.009  16913.882  5274.982  1.000
1|id[2, 2561]          0.507  0.584  -0.600    1.600      0.005    0.007  16693.309  5376.776  1.001
1|id[2, 2562]         -0.447  0.704  -1.760    0.852      0.006    0.009  16634.018  5742.401  1.002
1|id[2, 2563]          0.539  0.649  -0.650    1.771      0.005    0.009  15486.244  5457.204  1.000
1|id[2, 2564]         -0.347  0.645  -1.560    0.839      0.005    0.008  17662.427  5609.926  1.000
1|id[2, 2565]         -0.380  0.693  -1.724    0.905      0.005    0.009  16874.074  5930.763  1.001
1|id[2, 2566]         -0.296  0.630  -1.464    0.895      0.005    0.008  14569.337  6027.885  1.000
1|id[2, 2568]          0.362  0.591  -0.759    1.469      0.004    0.008  18554.882  5870.348  1.000
1|id[2, 2576]         -0.245  0.589  -1.375    0.857      0.005    0.007  15697.037  6013.084  1.000
1|id[2, 2577]          0.183  0.592  -0.930    1.307      0.005    0.007  16004.486  5984.551  1.000
1|id[2, 2584]         -0.650  0.643  -1.871    0.528      0.005    0.008  18486.877  5843.956  1.001
1|id[2, 2586]         -0.019  0.657  -1.265    1.180      0.005    0.009  16114.091  5363.710  1.001
1|id[2, 2587]          0.232  0.609  -0.940    1.363      0.005    0.008  18613.505  5685.904  1.000
1|id[2, 2588]          0.740  0.577  -0.329    1.831      0.004    0.007  16894.656  6413.310  1.000
1|id[2, 2589]          0.724  0.568  -0.283    1.829      0.004    0.007  17845.823  6162.007  1.001
1|id[2, 2590]         -0.670  0.664  -1.971    0.529      0.005    0.009  17303.584  6049.877  1.001
1|id[2, 2591]         -0.041  0.660  -1.274    1.160      0.005    0.008  14351.385  6197.521  1.000
1|id[2, 2592]         -0.554  0.665  -1.784    0.712      0.005    0.008  16320.360  5946.504  1.000
1|id[2, 2593]          0.038  0.693  -1.253    1.366      0.005    0.009  18809.282  5906.286  1.000
1|id[2, 2594]         -0.523  0.694  -1.839    0.744      0.006    0.009  15534.721  5628.182  1.001
1|id[2, 2595]          0.160  0.613  -0.945    1.342      0.005    0.008  16300.316  5744.552  1.001
1|id[2, 2597]         -0.110  0.668  -1.360    1.138      0.005    0.008  16772.383  5882.919  1.000
1|id[2, 2609]          0.075  0.581  -0.940    1.230      0.005    0.007  15365.706  6135.936  1.000
1|id[2, 2615]         -0.069  0.663  -1.359    1.150      0.005    0.008  17337.326  5616.930  1.001
1|id[2, 2616]         -0.118  0.773  -1.642    1.271      0.006    0.010  19362.074  5848.459  1.000
1|id[2, 2617]         -0.024  0.664  -1.239    1.204      0.006    0.010  14202.839  5513.516  1.001
1|id[2, 2618]          0.415  0.655  -0.817    1.638      0.005    0.009  17468.249  5203.251  1.000
1|id[2, 2619]         -0.426  0.703  -1.760    0.884      0.006    0.010  16246.257  5498.354  1.000
1|id[2, 2620]         -0.356  0.618  -1.549    0.754      0.005    0.009  16084.101  5024.506  1.000
1|id[2, 2623]          0.319  0.648  -0.969    1.456      0.005    0.008  17388.379  5773.468  1.000
1|id[2, 2624]         -0.104  0.651  -1.378    1.078      0.005    0.008  18577.833  5949.058  1.000
1|id[2, 2626]         -0.449  0.606  -1.599    0.668      0.005    0.008  16333.680  5596.294  1.001
1|id[2, 2627]         -0.616  0.659  -1.915    0.588      0.005    0.009  17201.366  5341.989  1.001
1|id[2, 2628]         -0.660  0.658  -1.925    0.534      0.005    0.008  17403.761  6161.345  1.000
1|id[2, 2631]          0.770  0.583  -0.352    1.842      0.005    0.007  14136.410  5992.739  1.001
1|id[2, 2632]          0.927  0.594  -0.212    2.027      0.005    0.007  13826.853  5886.654  1.001
1|id[2, 2633]          0.342  0.633  -0.877    1.516      0.005    0.008  14226.752  5975.115  1.000
1|id[2, 2634]         -0.558  0.672  -1.776    0.738      0.005    0.009  17942.302  5777.978  1.002
1|id[2, 2635]         -0.453  0.703  -1.826    0.830      0.005    0.009  16772.239  5525.195  1.001
1|id[2, 2637]         -0.516  0.682  -1.772    0.784      0.005    0.008  16423.372  5785.481  1.000
1|id[2, 2647]         -0.425  0.620  -1.596    0.722      0.005    0.008  16814.625  5954.277  1.001
1|id[2, 2651]          0.116  0.635  -1.067    1.297      0.005    0.008  17454.529  5975.921  1.001
1|id[2, 2652]          0.618  0.602  -0.507    1.729      0.005    0.009  16046.834  5529.884  1.002
1|id[2, 2653]          0.388  0.610  -0.693    1.591      0.005    0.009  17315.781  5830.554  1.000
1|id[2, 2657]         -0.649  0.649  -1.882    0.542      0.005    0.008  17036.220  5754.717  1.000
1|id[2, 2658]         -0.551  0.585  -1.664    0.537      0.005    0.007  16958.993  5191.217  1.001
